,Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population
475,1325 Springfield Ave,Food Choice Supermarket,Essex,C+,0.0,70091.07877000001,66.0,3.8,220,44511003,1,0.0,243000,"1 - 1,499",26,67268.47273,799220.5636
476,23 Kearny Ave,Food Depot Select,Hudson,C,0.0,97177.64201,403.0,4.2,47,44511003,1,0.0,230500,"1,500 - 2,499",20,65296.05455,685991.5091
477,1605 Lemoine Ave # 5a,Food For Life,Bergen,C+,0.0,108316.9431,70.0,4.3,44,44511003,1,0.0,252500,"2,500 - 4,999",40,85629.45455,942512.0545
478,345 N White Horse Pike,Food Mart,Camden,C+,0.0,81897.89896,35.0,4.8,9,44512001,1,0.0,221500,"1,500 - 2,499",25,54218.50909,505016.4182
479,201 W Clements Bridge Rd # A,Food Plus,Camden,C+,0.0,81897.89896,19.0,4.4,11,44511003,1,0.0,221500,"1 - 1,499",24,54218.50909,505016.4182
480,1069 Ringwood Ave # 314,Food Stores Inc,Passaic,C+,0.0,79662.6647,31.0,4.5,9,44511003,1,0.0,208000,"2,500 - 4,999",7,51091.4,506323.1818
481,1714 S 10th St,Fortuna's Food Market,Camden,B,0.0,122846.8484,8.0,3.6,59,44511003,1,0.0,221667,"1,500 - 2,499",29,54218.50909,505016.4182
482,1734 S Broadway,Frank's Deli,Camden,C+,0.0,81897.89896,89.0,4.5,59,44511003,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
483,1014 Washington St # A,Fresh Picked,Hudson,C+,0.0,97177.64201,6.0,5.0,65,44511003,0,0.0,230500,"1,500 - 2,499",54,65296.05455,685991.5091
484,200 E Federal St,Fresh To Go,Burlington,C,0.0,95492.08902999999,3.0,4.7,54,44511003,0,0.0,236500,"1 - 1,499",5,62081.527270000006,445855.6545
485,367 Getty Ave,Getty Deli & Grocery,Passaic,C+,0.0,159325.3294,28.0,4.1,65,72251117,1,0.0,54750,"1 - 1,499",24,51091.4,506323.1818
486,200 Broadway,Golden Mango,Passaic,B,0.0,119493.9971,394.0,3.8,37,23821007,1,0.0,154333,"1 - 1,499",18,51091.4,506323.1818
487,341 State Rt 23,Grab-N-Go,Morris,C+,0.0,104194.4848,3.0,4.7,10,44512001,1,0.0,264500,"1,500 - 2,499",6,99047.49091000001,495913.1091
488,258 Broadway,Grande Market,Monmouth,C+,0.0,76248.34021000001,19.0,4.5,42,44511003,1,0.0,229000,"1 - 1,499",7,79548.29091,621279.6364
489,1600 Mount Ephraim Ave,Haddon Food Ctr,Camden,C+,0.0,81897.89896,23.0,4.4,59,44511003,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
490,209 Hanover St # 1,Hanover Mart,Burlington,B,0.0,143238.1335,25.0,4.8,6,44511003,1,0.0,236333,"1,500 - 2,499",1,62081.527270000006,445855.6545
491,590 Newark Ave # 1,Harry's Convenience Store,Hudson,C,0.0,97177.64201,1.0,5.0,200,44512001,1,0.0,230500,"2,500 - 4,999",39,65296.05455,685991.5091
492,349 Hillsdale Ave,Helping Hand Food Pantry,Bergen,C+,0.0,108316.9431,1.0,5.0,13,44511003,1,0.0,252500,"2,500 - 4,999",14,85629.45455,942512.0545
493,318 Bloomfield Ave,Henry's Fine Foods,Essex,B,0.0,140182.1575,8.0,5.0,10,44511003,1,0.0,242750,"1 - 1,499",16,67268.47273,799220.5636
494,315 Mercer St,Hightstown Convenience,Mercer,C+,0.0,112471.5628,5.0,4.2,30,44512001,1,0.0,234667,"1 - 1,499",4,69383.27273,370297.8364
495,831 Monmouth Rd,Home Town Food Store,Ocean,C+,0.0,120860.1927,5.0,3.2,7,44511003,1,0.0,258667,"1 - 1,499",0,52010.14545,600689.8727
496,389 Dover Chester Rd,Honey Land Farm,Morris,B,0.0,208388.9695,3.0,5.0,1,44512001,1,0.0,264250,"1,500 - 2,499",6,99047.49091000001,495913.1091
497,475 Indian Ave,Indian Fields Market,Cumberland,B+,0.0,191187.0861,26.0,4.0,71,44511003,1,0.0,238800,"2,500 - 4,999",2,40115.8,151919.2
498,255 Hope Ave,International Minimarket,Passaic,C+,0.0,79662.6647,1.0,3.0,250,44511003,0,0.0,208000,"1 - 1,499",29,51091.4,506323.1818
499,2940 Westfield Ave,J F Deli Market,Camden,C+,0.0,81897.89896,13.0,4.2,69,44511003,1,0.0,221500,"1,500 - 2,499",29,54218.50909,505016.4182
500,152 Market St,J K Los Poblanos LLC,Passaic,C+,0.0,79662.6647,6.0,3.3,250,44511003,1,0.0,208000,"1 - 1,499",29,51091.4,506323.1818
501,358 Herbertsville Rd,Jay's Food Mart,Ocean,C+,0.0,80573.46178,8.0,4.6,30,44512001,1,0.0,259000,"1,500 - 2,499",9,52010.14545,600689.8727
502,595 Palmer Ave,Jersey Pride Food Store,Monmouth,C,0.0,38124.1701,12.0,3.8,16,44512001,0,0.0,229000,"1 - 1,499",9,79548.29091,621279.6364
503,855 Monroe Ave # A,Jj Mini Market,Union,C+,0.5,73712.72352999999,45.0,4.3,122,44512001,1,0.498960499,240500,"1 - 1,499",25,68219.0,562057.7636
504,1151 E State St,Jo Jo's Market,Mercer,C+,0.0,74981.04187999999,106.0,3.9,39,44511003,1,0.0,234500,"1 - 1,499",8,69383.27273,370297.8364
505,5 Cassville Rd,Johnson's Grocery,Ocean,C+,0.0,120860.1927,1.0,1.0,51,44511003,0,0.0,258667,"1 - 1,499",6,52010.14545,600689.8727
506,5 Prospect St,Joseph Mini Market,Union,C+,0.0,73712.72352999999,1.0,4.0,122,44511003,1,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
507,69 W Palisade Ave,Jr Mini Market,Bergen,C+,1.0,108316.9431,198.0,5.0,39,44512001,1,0.9960474309999999,252500,"1 - 1,499",22,85629.45455,942512.0545
508,69 Veronica Ave,Juta Foods LLC,Somerset,C+,0.0,149533.5299,1.0,5.0,81,44529202,1,0.0,96667,"2,500 - 4,999",10,104293.2182,333893.1455
509,1357 Stelton Rd,K S Food,Middlesex,C,0.0,81947.3414,1094.0,3.9,41,44511003,1,0.0,229000,"1,500 - 2,499",17,61266.49091,835785.1818
510,510 Park Ave,Kingdom Supermarket,Passaic,C+,0.0,79662.6647,20.0,4.4,21,44511003,0,0.0,208000,"1,500 - 2,499",23,51091.4,506323.1818
511,747 Lyons Ave,Kings Farm,Essex,C+,0.0,70091.07877000001,17.0,3.9,220,44511003,1,0.0,243000,"1 - 1,499",26,67268.47273,799220.5636
512,778 Morris Tpke,Kings Super Mar,Essex,C+,0.0,70091.07877000001,232.0,4.3,8,44511003,1,0.0,243000,"1 - 1,499",16,67268.47273,799220.5636
513,784 Old Springfield Ave,Kings Super Markets,Union,C+,0.0,73712.72352999999,139.0,4.0,15,44511003,1,0.0,240500,"1,500 - 2,499",17,68219.0,562057.7636
514,64 Mountain Blvd,Kings Supermarket,Somerset,C+,0.0,99689.01995,156.0,4.1,14,44511003,1,0.0,229500,"5,000 - 9,999",7,104293.2182,333893.1455
515,420 Grand St,Kings Village Food Jc,Hudson,C,0.0,97177.64201,4.0,4.8,73,44511003,1,0.0,230500,"5,000 - 9,999",48,65296.05455,685991.5091
516,45 N Warren St,Krauser's,Morris,B,0.0,208388.9695,5.0,3.4,23,44511003,1,0.0,264250,"1,500 - 2,499",10,99047.49091000001,495913.1091
517,200 Ocean Ave N,Krauser's Food Store,Monmouth,C+,0.0,38124.1701,6.0,3.2,42,45231912,0,0.0,179000,"1,500 - 2,499",7,79548.29091,621279.6364
518,16-15 River Rd,Krauzer's,Bergen,C,0.0,108316.9431,2.0,5.0,23,44511003,1,0.0,252500,"1 - 1,499",20,85629.45455,942512.0545
519,109 W Pleasant Ave,Kruazer Food Store,Bergen,C+,0.0,108316.9431,5.0,4.2,5,44511003,1,0.0,252500,"2,500 - 4,999",23,85629.45455,942512.0545
520,221 North Ave,Kwick Mart,Middlesex,B,0.0,163894.6828,1.0,5.0,21,44512001,1,0.0,229000,"1 - 1,499",17,61266.49091,835785.1818
521,900 Easton Ave # 12,KWIK Trip-Somerset,Somerset,C+,0.0,99689.01995,8.0,4.5,81,44512001,1,0.0,229500,"5,000 - 9,999",10,104293.2182,333893.1455
522,118 Main St,LA Guadalupe Grocery,Monmouth,C+,0.0,114372.5103,6.0,4.5,46,44511003,1,0.0,229000,"1 - 1,499",12,79548.29091,621279.6364
523,251 French St,LA Hacienda,Middlesex,C+,0.0,163894.6828,46.0,4.3,93,72251117,1,0.0,59750,"1 - 1,499",20,61266.49091,835785.1818
524,322 Madison St,LA Mia Meat Market,Passaic,C+,0.0,79662.6647,10.0,3.7,250,44521006,1,0.0,174500,"1,500 - 2,499",29,51091.4,506323.1818
525,109 Taylor Ave,LA Michoacana Manasquan,Monmouth,C,0.0,38124.1701,3.0,5.0,17,44511003,1,0.0,229000,"2,500 - 4,999",10,79548.29091,621279.6364
526,429 Baldwin Ave,LA Plaza Grocery,Hudson,C,0.0,48588.82101,12.0,4.3,200,44511003,1,0.0,231000,"1 - 1,499",39,65296.05455,685991.5091
527,63 Union St,LA Primera Grocery,Middlesex,C,0.0,40973.6707,76.0,4.3,28,44511003,1,0.0,229000,"1 - 1,499",18,61266.49091,835785.1818
528,235 Murray Hill Pkwy,LA Valle Foods USA,Bergen,C,0.0,108316.9431,2.0,5.0,23,44511003,1,0.0,252500,"1,500 - 2,499",28,85629.45455,942512.0545
529,619 Main St,Labib Convenience & Deli,Passaic,C+,0.0,159325.3294,3.0,5.0,65,44512001,0,0.0,207750,"1 - 1,499",24,51091.4,506323.1818
530,619 Main St,Lara Mini Market,Passaic,C+,0.0,79662.6647,1.0,5.0,65,44511003,0,0.0,208000,"1 - 1,499",24,51091.4,506323.1818
531,7620 Bergenline Ave,Latino American Food,Hudson,B+,-0.166666667,242944.105,35.0,4.1,99,44511003,1,-0.166666667,230400,"2,500 - 4,999",55,65296.05455,685991.5091
532,257 Laurel Ave,Laurel Market,Monmouth,C,0.0,38124.1701,45.0,4.1,16,44511003,1,0.0,229000,"1 - 1,499",9,79548.29091,621279.6364
533,701 Grier Ave,Liberty Food Market,Union,C+,0.0,73712.72352999999,22.0,4.7,67,44511003,1,0.0,240500,"1 - 1,499",28,68219.0,562057.7636
534,1801 S Wood Ave,Linden Deli & Food Store Lic,Union,C,0.5,73712.72352999999,168.0,4.8,94,44511003,1,5.058823529,240500,"1,500 - 2,499",28,68219.0,562057.7636
535,341 Martin Luther King Jr Dr,Lucky 3,Hudson,C+,0.0,97177.64201,14.0,4.4,166,44511003,1,0.0,230500,"1,500 - 2,499",21,65296.05455,685991.5091
536,1215 Hamilton Ave # 1,M M Mini Market,Mercer,C+,0.0,112471.5628,12.0,3.8,17,44511003,1,0.0,234667,"1,500 - 2,499",8,69383.27273,370297.8364
537,2216 Federal St,Mabel's Food Market,Camden,B+,0.0,163795.7979,4.0,4.0,69,31161103,1,0.0,780500,"1,500 - 2,499",29,54218.50909,505016.4182
538,61 4th St,MAC Supermarket Inc,Passaic,B,0.0,119493.9971,32.0,4.4,250,44511003,1,0.0,207667,"1 - 1,499",29,51091.4,506323.1818
539,96 Elwood Ave,Machala Deli,Essex,C+,0.0,70091.07877000001,7.0,2.4,158,44511003,1,0.0,243000,"1 - 1,499",17,67268.47273,799220.5636
540,240 Main St,Main Street Deli & Grocery,Monmouth,C+,0.0,114372.5103,67.0,4.4,16,44511003,1,0.0,229000,"1 - 1,499",9,79548.29091,621279.6364
541,7 Main St,Main Street Market,Sussex,U,0.0,66204.03557000001,20.0,3.7,9,44511003,0,0.0,248500,"1 - 1,499",0,61649.29091,139335.0
542,1724 Bergenline Ave,Maria's Corner Market,Hudson,C+,0.0,97177.64201,7.0,4.6,210,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
543,801 Elm St,Market Litwin,Camden,C+,0.0,81897.89896,73.0,4.4,42,44511003,1,0.0,221500,"1,500 - 2,499",28,54218.50909,505016.4182
544,1 Market St,Market St Pizzeria LLC,Camden,C+,0.0,122846.8484,261.0,4.2,42,72251115,1,0.0,52000,"2,500 - 4,999",28,54218.50909,505016.4182
545,159 Hall Ave,Marmolejos,Middlesex,C+,0.0,81947.3414,19.0,4.4,98,44511003,1,0.0,229000,"1,500 - 2,499",12,61266.49091,835785.1818
546,2367 S 8th St,Martinez Grocery,Camden,C+,0.0,81897.89896,37.0,4.5,59,44512001,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
547,17 E West Jersey Ave,Mary's Grocery & Deli,Atlantic,C,0.0,37213.742999999995,12.0,4.9,59,44511003,1,0.0,265000,"1 - 1,499",7,48563.56364,266207.8
548,616 W Maple Ave,Melo Food Market,Camden,C+,0.0,81897.89896,14.0,3.4,30,44511003,1,0.0,221500,"1,500 - 2,499",28,54218.50909,505016.4182
549,1662 John F Kennedy Blvd,Mi Gente Minimarket,Hudson,C+,0.0,97177.64201,43.0,4.4,166,44511003,1,0.0,230500,"1,500 - 2,499",21,65296.05455,685991.5091
550,2101 Summit Ave,Mi Guadalupana,Hudson,C+,0.0,97177.64201,16.0,4.0,210,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
551,943 Route 166,Mi Tienda Fresh Market 943 LLC,Ocean,B,0.0,120860.1927,3.0,4.0,79,44511003,1,0.0,258667,"1,500 - 2,499",8,52010.14545,600689.8727
552,511 Broadway,Michael Supermart II,Essex,B,0.0,105136.6182,2.0,4.0,158,44512001,1,0.0,242667,"1 - 1,499",17,67268.47273,799220.5636
553,518 Bound Brook Rd,Middlesex Quick Stop,Middlesex,C+,0.0,122921.0121,3.0,4.7,22,44512001,1,0.0,229000,"1 - 1,499",14,61266.49091,835785.1818
554,247 Midland Ave,Midland Square Market,Bergen,B,0.0,216633.8863,3.0,5.0,37,44512001,1,0.0,252500,"1 - 1,499",30,85629.45455,942512.0545
555,505 Saddle River Rd # E,Midtown Center,Bergen,C+,0.0,108316.9431,100.0,4.8,34,44512001,1,0.0,252500,"1,500 - 2,499",23,85629.45455,942512.0545
556,7415 Broadway,Mike Food Mart,Hudson,C,0.0,97177.64201,5.0,3.4,99,44511003,1,0.0,230500,"1 - 1,499",55,65296.05455,685991.5091
557,185 Chambers St # 1,Mikes Corner Deli,Warren,B,0.0,167131.9158,76.0,4.5,46,72251117,1,0.0,53400,"1,500 - 2,499",5,55860.872729999995,105169.1091
558,338 21st Ave,Milk Plus Deli & Groceries,Passaic,C+,0.0,79662.6647,22.0,3.9,180,44511003,0,0.0,208000,"1 - 1,499",20,51091.4,506323.1818
559,101 Rancocas Rd,Millerie Market,Burlington,C+,0.0,95492.08902999999,11.0,3.2,43,44512001,1,0.0,236500,"1 - 1,499",6,62081.527270000006,445855.6545
560,7300 Broadway,Milos Deli LLC,Hudson,C,0.0,145766.46300000002,5.0,4.2,99,44512001,1,5.348623853,230667,"1 - 1,499",55,65296.05455,685991.5091
561,416 Columbia Blvd,Mini Market,Gloucester,C+,0.0,83017.30907,8.0,3.3,4,44512001,1,0.0,159000,"1,500 - 2,499",16,54928.127270000005,292277.1455
562,1051 Mcbride Ave # B,Mini Mart Foodstore Mini Mart,Passaic,C,0.0,39831.33235,6.0,3.7,48,44512001,1,0.0,208000,"1 - 1,499",19,51091.4,506323.1818
563,237 Palisade Ave,Minit Mart Convenience-Liquor,Bergen,C+,0.0,108316.9431,14.0,4.4,30,44512001,1,0.0,252500,"1,500 - 2,499",56,85629.45455,942512.0545
564,491 Manalapan Rd,Minit Mart Food Stores,Middlesex,C+,0.0,81947.3414,1.0,5.0,14,44512001,1,0.0,229000,"2,500 - 4,999",10,61266.49091,835785.1818
565,73 Riverdale Ave,Monmouth Beach Supermarket,Monmouth,B+,0.0,381241.701,53.0,3.9,2,44511003,1,0.0,229000,"10,000 - 19,999",9,79548.29091,621279.6364
566,500 Monmouth St,Monmouth Street Grocery & Deli,Hudson,B,0.0,145766.46300000002,17.0,3.9,73,44511003,1,0.0,230667,"1,500 - 2,499",48,65296.05455,685991.5091
567,62 Montclair Ave,Montclair Deli,Passaic,B,0.0,119493.9971,341.0,4.5,65,44511003,1,0.0,207667,"1 - 1,499",24,51091.4,506323.1818
568,673 Montgomery St,Montgomery Food Mart,Hudson,B,0.0,145766.46300000002,8.0,3.3,200,44512001,1,0.0,230667,"1,500 - 2,499",39,65296.05455,685991.5091
569,39 Victoria Ave,My Family Deli & Grocery,Essex,C+,0.0,70091.07877000001,41.0,4.4,158,44511003,1,0.0,243000,"1,500 - 2,499",17,67268.47273,799220.5636
570,501 S 6th St,Nacho Mini Market,Cumberland,B,0.0,114712.2516,3.0,5.0,92,44512001,1,0.0,238667,"1,500 - 2,499",8,40115.8,151919.2
571,380 Chestnut St,Nanda's Mini Market,Essex,C+,0.0,70091.07877000001,1.0,5.0,106,44511003,1,0.0,243000,"1 - 1,499",19,67268.47273,799220.5636
572,37 Franklin St,National Food Stores Inc,Essex,B+,0.0,175227.6969,20.0,4.4,41,44511003,0,0.0,242800,"1,500 - 2,499",26,67268.47273,799220.5636
573,475 W Side Ave # A,National News III,Hudson,C+,0.0,97177.64201,6.0,4.2,118,44511003,1,0.0,230500,"1 - 1,499",32,65296.05455,685991.5091
574,8016 Grand Ave,New Grand Ave Deli LLC,Hudson,C+,0.0,97177.64201,14.0,4.4,99,44512001,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
575,597 Pompton Ave,Nichlos Markets Inc Food Town,Essex,C+,0.0,105136.6182,408.0,4.2,6,44511003,1,0.0,242667,"1,500 - 2,499",18,67268.47273,799220.5636
576,608 Anderson Ave # 3,Nizam Supermarkets,Bergen,C,0.0,54158.47157,258.0,4.5,30,42399019,1,0.0,1142000,"1,500 - 2,499",56,85629.45455,942512.0545
577,1000 Woodlane Rd,Nosso Mini Market,Burlington,C+,0.0,95492.08902999999,8.0,4.6,12,44511003,1,0.0,236500,"1 - 1,499",17,62081.527270000006,445855.6545
578,139 Wayne Ave,Noya Bazaar LLC,Passaic,B,0.0,199156.6618,175.0,3.9,42,44511003,1,0.0,207600,"2,500 - 4,999",17,51091.4,506323.1818
579,2080 W County Line Rd,NPGS Of Jackson,Ocean,C+,0.0,80573.46178,275.0,4.6,51,44511003,1,0.0,259000,"1 - 1,499",6,52010.14545,600689.8727
580,232 Franklin Ave,Nutley Convenience Store LLC,Essex,C,0.0,70091.07877000001,2.0,3.0,24,44512001,1,0.0,243000,"1,500 - 2,499",26,67268.47273,799220.5636
581,78 South St,Oak Hill Deli,Monmouth,C+,0.0,76248.34021000001,44.0,4.5,86,44512001,1,0.0,229000,"1,500 - 2,499",10,79548.29091,621279.6364
582,284 Queen Anne Rd # 1,Oaxaca Grocery,Bergen,C+,0.0,108316.9431,34.0,4.8,33,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
583,635 S Olden Ave,Olden Deli & Grocery,Mercer,C+,0.0,112471.5628,10.0,4.4,17,44511003,1,0.0,234667,"1,500 - 2,499",8,69383.27273,370297.8364
584,122 40th St,Olympic Community Market,Essex,C+,0.0,35045.53939,13.0,5.0,220,44511003,1,0.0,243000,"1 - 1,499",26,67268.47273,799220.5636
585,3701 Bergen Tpke # 1,One Stop Deli Grocery,Hudson,C,0.0,48588.82101,3.0,4.3,99,44512001,1,0.0,231000,"1,500 - 2,499",55,65296.05455,685991.5091
586,804 Main St,One Stop Food Store,Monmouth,C+,0.0,38124.1701,16.0,4.6,7,44512001,1,0.0,229000,"1 - 1,499",8,79548.29091,621279.6364
587,580 Toms River Rd,One Stop Shop Of Jackson Inc,Ocean,C+,0.0,40286.73089,21.0,4.0,51,44512001,1,0.0,259000,"1 - 1,499",6,52010.14545,600689.8727
588,396 White Horse Pike,One Stop Shoppe,Camden,C+,0.0,81897.89896,5.0,4.2,9,44512001,1,0.0,221500,"1 - 1,499",3,54218.50909,505016.4182
589,Red Bank Ave & Interstate Hwy,One Stop Shoppe,Gloucester,C+,0.0,83017.30907,6.0,5.0,55,44512001,1,0.0,159000,"1 - 1,499",17,54928.127270000005,292277.1455
590,717 Corkery Ln,One Stop Shoppe,Gloucester,C+,0.0,83017.30907,4.0,4.8,32,44512001,1,0.0,159000,"1 - 1,499",5,54928.127270000005,292277.1455
591,369 Bloomfield Ave,Original Deli Grocery,Essex,C+,0.0,70091.07877000001,11.0,4.5,78,44511003,1,0.0,243000,"1,500 - 2,499",25,67268.47273,799220.5636
592,416 11th Ave,Original Quality Market,Passaic,C,0.0,39831.33235,30.0,4.3,59,44511003,1,0.0,208000,"1,500 - 2,499",21,51091.4,506323.1818
593,606 Monroe Ave,Ortiz Deli Grocery,Union,C+,0.0,73712.72352999999,10.0,3.8,122,44511003,1,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
594,1106 Clinton Ave,Oyingbo Market,Essex,U,0.0,70091.07877000001,63.0,4.7,220,44511003,1,0.0,243000,"1 - 1,499",26,67268.47273,799220.5636
595,4614 Bergenline Ave # B,Palm Grove Food Plaza,Hudson,C+,0.0,194355.28399999999,4.0,5.0,210,72251117,1,0.0,54250,"1 - 1,499",55,65296.05455,685991.5091
596,4040 Marlton Pike,Pantry One Foodmart,Camden,B,0.0,163795.7979,40.0,4.5,30,44512001,1,0.0,221500,"1 - 1,499",28,54218.50909,505016.4182
597,361 Fairview Ave,Parthenon Foods Inc,Bergen,C+,0.0,108316.9431,11.0,4.0,34,44511003,1,0.0,252500,"1 - 1,499",55,85629.45455,942512.0545
598,1001 Fischer Blvd # 1,Peoples Pantry,Ocean,C+,0.0,80573.46178,150.0,4.3,79,44511003,1,0.0,259000,"2,500 - 4,999",8,52010.14545,600689.8727
599,478 21st Ave,Perez Mini Market LLC,Passaic,C+,0.0,79662.6647,1.0,5.0,30,44512001,0,0.0,208000,"1,500 - 2,499",18,51091.4,506323.1818
600,1500 Main St,Pick's Deli Market,Monmouth,C+,0.0,114372.5103,3.0,4.7,35,44511003,1,0.0,229000,"1 - 1,499",12,79548.29091,621279.6364
601,320 Martin Luther King Jr Dr,Pioneer Supermarket,Hudson,A,0.0,923187.5991,302.0,3.8,166,44511003,1,0.0,230421,"5,000 - 9,999",21,65296.05455,685991.5091
602,71 Mount Vernon Pl,Pioneer Supermarket,Essex,B+,0.0,175227.6969,111.0,4.3,90,44511003,1,0.0,242800,"2,500 - 4,999",22,67268.47273,799220.5636
603,170 Newark Ave,Pk Food Market,Hudson,B,0.0,145766.46300000002,164.0,4.7,73,44511003,1,0.0,230667,"1 - 1,499",48,65296.05455,685991.5091
604,962 County Rt 517,Pochuck Valley Farms,Sussex,C,0.0,99306.05336,179.0,4.5,2,44523001,1,0.0,139667,"1 - 1,499",1,61649.29091,139335.0
605,639 Passaic Ave,Poli Market LLC,Essex,C+,0.0,70091.07877000001,1.0,5.0,24,44511003,1,0.0,243000,"1,500 - 2,499",26,67268.47273,799220.5636
606,1201 Kennedy Blvd,Polly's Deli Grocery,Hudson,C+,0.0,97177.64201,2.0,3.0,99,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
607,110 E 7th St,Precious International Food,Union,C+,0.0,73712.72352999999,17.0,4.5,92,44511003,1,0.0,240500,"1,500 - 2,499",17,68219.0,562057.7636
608,514 1st St,Prime Place Convenience,Hudson,C+,0.0,97177.64201,6.0,4.8,65,44512001,1,0.0,230500,"1 - 1,499",54,65296.05455,685991.5091
609,118 1st St,Puebla Foods,Passaic,C+,0.0,79662.6647,5.0,4.6,250,42392023,1,0.0,1259000,"1,500 - 2,499",29,51091.4,506323.1818
610,400 Madison Ave # D,Quick Fair Food Market,Union,C+,0.0,73712.72352999999,6.0,3.8,122,44512001,1,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
611,396 Main St,Quick In Food Store,Middlesex,B,0.0,122921.0121,1.0,4.0,23,44512001,1,0.0,229000,"1 - 1,499",23,61266.49091,835785.1818
612,155 Lakeview Ave # A,Quick Mart,Passaic,C+,0.0,79662.6647,10.0,4.7,77,44512001,1,0.0,208000,"1,500 - 2,499",29,51091.4,506323.1818
613,588 Lawrence Square Blvd S,Quick Mart,Mercer,C+,0.0,74981.04187999999,7.0,4.3,38,44512001,1,0.0,234500,"2,500 - 4,999",10,69383.27273,370297.8364
614,122 Maple St,Quick Mini,Hudson,C+,0.0,97177.64201,16.0,4.1,16,44512001,1,0.0,230500,"1,500 - 2,499",56,65296.05455,685991.5091
615,601 Beverly Rancocas Rd,Quick Shop,Burlington,C+,0.0,95492.08902999999,5.0,4.4,30,44512001,1,0.0,236500,"1,500 - 2,499",12,62081.527270000006,445855.6545
616,165 S New Prospect Rd # 3,Quick Stop,Ocean,C+,0.0,161146.9236,30.0,3.5,51,44511003,1,0.0,258750,"2,500 - 4,999",6,52010.14545,600689.8727
617,1356 S Broad St,Quick Stop,Mercer,B,0.0,149962.0838,6.0,4.2,31,44512001,1,0.0,234500,"1,500 - 2,499",14,69383.27273,370297.8364
618,305 US Highway 130,Quick-Stop Food Store,Burlington,B,0.0,190984.1781,6.0,5.0,32,44512001,1,0.0,236250,"1 - 1,499",8,62081.527270000006,445855.6545
619,745 Poole Ave # 1,Quik Foods,Monmouth,C+,0.0,76248.34021000001,43.0,5.0,22,44511003,1,0.0,229000,"2,500 - 4,999",12,79548.29091,621279.6364
620,1004 Grand Central Ave,Qwik Stop,Ocean,C+,0.0,80573.46178,8.0,4.4,6,44512001,1,0.0,259000,"1 - 1,499",4,52010.14545,600689.8727
621,589 N 6th St,Rami Grocery,Essex,C,0.0,35045.53939,2.0,4.5,108,44511003,0,0.0,243000,"1 - 1,499",17,67268.47273,799220.5636
622,80 3rd St,Reys Supermarket,Union,A,0.0,552845.4265,162.0,3.9,80,44511003,1,0.0,240067,"2,500 - 4,999",24,68219.0,562057.7636
623,3100 Mercerville Quakerbridge,Risoldi's Market,Mercer,B,0.0,112471.5628,5.0,5.0,30,45311001,1,0.0,143667,"1 - 1,499",13,69383.27273,370297.8364
624,3100 Mercerville Quakerbridge,Risoldi's Market,Mercer,B,0.0,112471.5628,5.0,5.0,30,45311001,1,0.0,143667,"1 - 1,499",13,69383.27273,370297.8364
625,2000 River Ave,River Food Market Inc,Camden,U,0.0,81897.89896,505.0,4.0,69,44511003,1,0.0,221500,"1,500 - 2,499",29,54218.50909,505016.4182
626,41 Hamburg Tpke,Riverdale Food Store,Morris,C+,0.0,104194.4848,7.0,5.0,9,44512001,1,0.0,264500,"1,500 - 2,499",6,99047.49091000001,495913.1091
627,379 Ocean Ave,Rocio's Grocery & Deli,Hudson,C+,0.0,145766.46300000002,24.0,4.3,166,44511003,1,0.0,230667,"1,500 - 2,499",21,65296.05455,685991.5091
628,846 E 2nd St,Rudilcia Supermarket,Union,C,0.0,73712.72352999999,9.0,4.4,19,44511003,1,0.0,240500,"1,500 - 2,499",15,68219.0,562057.7636
629,79 3rd Ave,Sabas Grocery,Passaic,B,0.0,119493.9971,9.0,4.6,59,44511003,1,0.0,207667,"1 - 1,499",21,51091.4,506323.1818
630,242 S Summit Ave,Sahara Fine Foods,Bergen,C+,0.0,108316.9431,56.0,4.2,79,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
631,300 Gordons Corner Rd,Salomons Bakery,Monmouth,C+,0.0,76248.34021000001,17.0,4.5,45,31181102,1,0.0,92500,"1,500 - 2,499",11,79548.29091,621279.6364
632,815 Hooper Ave,Santa Maria LA Bella Mexican,Ocean,C+,0.0,80573.46178,51.0,4.5,79,44511003,1,0.0,259000,"1,500 - 2,499",8,52010.14545,600689.8727
633,639 S Broad St,Santillo Bakery Pizza,Union,C+,0.0,73712.72352999999,657.0,4.4,67,72251115,1,0.0,59500,"1 - 1,499",28,68219.0,562057.7636
