Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population,Year
784 Old Springfield Ave,Kings Super Markets,Union,C+,0,73712.72353,139,4,15,44511003,1,0,240500,"1,500 - 2,499",17,68219,562057.7636,2019
64 Mountain Blvd,Kings Supermarket,Somerset,C+,0,99689.01995,156,4.1,14,44511003,1,0,229500,"5,000 - 9,999",7,104293.2182,333893.1455,2019
420 Grand St,Kings Village Food Jc,Hudson,C,0,97177.64201,4,4.8,73,44511003,1,0,230500,"5,000 - 9,999",48,65296.05455,685991.5091,2019
45 N Warren St,Krauser's,Morris,B,0,208388.9695,5,3.4,23,44511003,1,0,264250,"1,500 - 2,499",10,99047.49091,495913.1091,2019
200 Ocean Ave N,Krauser's Food Store,Monmouth,C+,0,38124.1701,6,3.2,42,45231912,0,0,179000,"1,500 - 2,499",7,79548.29091,621279.6364,2019
16-15 River Rd,Krauzer's,Bergen,C,0,108316.9431,2,5,23,44511003,1,0,252500,"1 - 1,499",20,85629.45455,942512.0545,2019
109 W Pleasant Ave,Kruazer Food Store,Bergen,C+,0,108316.9431,5,4.2,5,44511003,1,0,252500,"2,500 - 4,999",23,85629.45455,942512.0545,2019
221 North Ave,Kwick Mart,Middlesex,B,0,163894.6828,1,5,21,44512001,1,0,229000,"1 - 1,499",17,61266.49091,835785.1818,2019
900 Easton Ave # 12,KWIK Trip-Somerset,Somerset,C+,0,99689.01995,8,4.5,81,44512001,1,0,229500,"5,000 - 9,999",10,104293.2182,333893.1455,2019
118 Main St,LA Guadalupe Grocery,Monmouth,C+,0,114372.5103,6,4.5,46,44511003,1,0,229000,"1 - 1,499",12,79548.29091,621279.6364,2019
251 French St,LA Hacienda,Middlesex,C+,0,163894.6828,46,4.3,93,72251117,1,0,59750,"1 - 1,499",20,61266.49091,835785.1818,2019
322 Madison St,LA Mia Meat Market,Passaic,C+,0,79662.6647,10,3.7,250,44521006,1,0,174500,"1,500 - 2,499",29,51091.4,506323.1818,2019
109 Taylor Ave,LA Michoacana Manasquan,Monmouth,C,0,38124.1701,3,5,17,44511003,1,0,229000,"2,500 - 4,999",10,79548.29091,621279.6364,2019
429 Baldwin Ave,LA Plaza Grocery,Hudson,C,0,48588.82101,12,4.3,200,44511003,1,0,231000,"1 - 1,499",39,65296.05455,685991.5091,2019
63 Union St,LA Primera Grocery,Middlesex,C,0,40973.6707,76,4.3,28,44511003,1,0,229000,"1 - 1,499",18,61266.49091,835785.1818,2019
235 Murray Hill Pkwy,LA Valle Foods USA,Bergen,C,0,108316.9431,2,5,23,44511003,1,0,252500,"1,500 - 2,499",28,85629.45455,942512.0545,2019
619 Main St,Labib Convenience & Deli,Passaic,C+,0,159325.3294,3,5,65,44512001,0,0,207750,"1 - 1,499",24,51091.4,506323.1818,2019
619 Main St,Lara Mini Market,Passaic,C+,0,79662.6647,1,5,65,44511003,0,0,208000,"1 - 1,499",24,51091.4,506323.1818,2019
7620 Bergenline Ave,Latino American Food,Hudson,B+,-0.166666667,242944.105,35,4.1,99,44511003,1,-0.166666667,230400,"2,500 - 4,999",55,65296.05455,685991.5091,2019
257 Laurel Ave,Laurel Market,Monmouth,C,0,38124.1701,45,4.1,16,44511003,1,0,229000,"1 - 1,499",9,79548.29091,621279.6364,2019
701 Grier Ave,Liberty Food Market,Union,C+,0,73712.72353,22,4.7,67,44511003,1,0,240500,"1 - 1,499",28,68219,562057.7636,2019
1801 S Wood Ave,Linden Deli & Food Store Lic,Union,C,0.5,73712.72353,168,4.8,94,44511003,1,5.058823529,240500,"1,500 - 2,499",28,68219,562057.7636,2019
341 Martin Luther King Jr Dr,Lucky 3,Hudson,C+,0,97177.64201,14,4.4,166,44511003,1,0,230500,"1,500 - 2,499",21,65296.05455,685991.5091,2019
1215 Hamilton Ave # 1,M M Mini Market,Mercer,C+,0,112471.5628,12,3.8,17,44511003,1,0,234667,"1,500 - 2,499",8,69383.27273,370297.8364,2019
2216 Federal St,Mabel's Food Market,Camden,B+,0,163795.7979,4,4,69,31161103,1,0,780500,"1,500 - 2,499",29,54218.50909,505016.4182,2019
61 4th St,MAC Supermarket Inc,Passaic,B,0,119493.9971,32,4.4,250,44511003,1,0,207667,"1 - 1,499",29,51091.4,506323.1818,2019
96 Elwood Ave,Machala Deli,Essex,C+,0,70091.07877,7,2.4,158,44511003,1,0,243000,"1 - 1,499",17,67268.47273,799220.5636,2019
240 Main St,Main Street Deli & Grocery,Monmouth,C+,0,114372.5103,67,4.4,16,44511003,1,0,229000,"1 - 1,499",9,79548.29091,621279.6364,2019
7 Main St,Main Street Market,Sussex,U,0,66204.03557,20,3.7,9,44511003,0,0,248500,"1 - 1,499",0,61649.29091,139335,2019
1724 Bergenline Ave,Maria's Corner Market,Hudson,C+,0,97177.64201,7,4.6,210,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
801 Elm St,Market Litwin,Camden,C+,0,81897.89896,73,4.4,42,44511003,1,0,221500,"1,500 - 2,499",28,54218.50909,505016.4182,2019
1 Market St,Market St Pizzeria LLC,Camden,C+,0,122846.8484,261,4.2,42,72251115,1,0,52000,"2,500 - 4,999",28,54218.50909,505016.4182,2019
159 Hall Ave,Marmolejos,Middlesex,C+,0,81947.3414,19,4.4,98,44511003,1,0,229000,"1,500 - 2,499",12,61266.49091,835785.1818,2019
2367 S 8th St,Martinez Grocery,Camden,C+,0,81897.89896,37,4.5,59,44512001,1,0,221500,"1 - 1,499",29,54218.50909,505016.4182,2019
17 E West Jersey Ave,Mary's Grocery & Deli,Atlantic,C,0,37213.743,12,4.9,59,44511003,1,0,265000,"1 - 1,499",7,48563.56364,266207.8,2019
616 W Maple Ave,Melo Food Market,Camden,C+,0,81897.89896,14,3.4,30,44511003,1,0,221500,"1,500 - 2,499",28,54218.50909,505016.4182,2019
1662 John F Kennedy Blvd,Mi Gente Minimarket,Hudson,C+,0,97177.64201,43,4.4,166,44511003,1,0,230500,"1,500 - 2,499",21,65296.05455,685991.5091,2019
2101 Summit Ave,Mi Guadalupana,Hudson,C+,0,97177.64201,16,4,210,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
943 Route 166,Mi Tienda Fresh Market 943 LLC,Ocean,B,0,120860.1927,3,4,79,44511003,1,0,258667,"1,500 - 2,499",8,52010.14545,600689.8727,2019
511 Broadway,Michael Supermart II,Essex,B,0,105136.6182,2,4,158,44512001,1,0,242667,"1 - 1,499",17,67268.47273,799220.5636,2019
518 Bound Brook Rd,Middlesex Quick Stop,Middlesex,C+,0,122921.0121,3,4.7,22,44512001,1,0,229000,"1 - 1,499",14,61266.49091,835785.1818,2019
247 Midland Ave,Midland Square Market,Bergen,B,0,216633.8863,3,5,37,44512001,1,0,252500,"1 - 1,499",30,85629.45455,942512.0545,2019
505 Saddle River Rd # E,Midtown Center,Bergen,C+,0,108316.9431,100,4.8,34,44512001,1,0,252500,"1,500 - 2,499",23,85629.45455,942512.0545,2019
7415 Broadway,Mike Food Mart,Hudson,C,0,97177.64201,5,3.4,99,44511003,1,0,230500,"1 - 1,499",55,65296.05455,685991.5091,2019
185 Chambers St # 1,Mikes Corner Deli,Warren,B,0,167131.9158,76,4.5,46,72251117,1,0,53400,"1,500 - 2,499",5,55860.87273,105169.1091,2019
338 21st Ave,Milk Plus Deli & Groceries,Passaic,C+,0,79662.6647,22,3.9,180,44511003,0,0,208000,"1 - 1,499",20,51091.4,506323.1818,2019
101 Rancocas Rd,Millerie Market,Burlington,C+,0,95492.08903,11,3.2,43,44512001,1,0,236500,"1 - 1,499",6,62081.52727,445855.6545,2019
7300 Broadway,Milos Deli LLC,Hudson,C,0,145766.463,5,4.2,99,44512001,1,5.348623853,230667,"1 - 1,499",55,65296.05455,685991.5091,2019
416 Columbia Blvd,Mini Market,Gloucester,C+,0,83017.30907,8,3.3,4,44512001,1,0,159000,"1,500 - 2,499",16,54928.12727,292277.1455,2019
1051 Mcbride Ave # B,Mini Mart Foodstore Mini Mart,Passaic,C,0,39831.33235,6,3.7,48,44512001,1,0,208000,"1 - 1,499",19,51091.4,506323.1818,2019
237 Palisade Ave,Minit Mart Convenience-Liquor,Bergen,C+,0,108316.9431,14,4.4,30,44512001,1,0,252500,"1,500 - 2,499",56,85629.45455,942512.0545,2019
491 Manalapan Rd,Minit Mart Food Stores,Middlesex,C+,0,81947.3414,1,5,14,44512001,1,0,229000,"2,500 - 4,999",10,61266.49091,835785.1818,2019
73 Riverdale Ave,Monmouth Beach Supermarket,Monmouth,B+,0,381241.701,53,3.9,2,44511003,1,0,229000,"10,000 - 19,999",9,79548.29091,621279.6364,2019
500 Monmouth St,Monmouth Street Grocery & Deli,Hudson,B,0,145766.463,17,3.9,73,44511003,1,0,230667,"1,500 - 2,499",48,65296.05455,685991.5091,2019
62 Montclair Ave,Montclair Deli,Passaic,B,0,119493.9971,341,4.5,65,44511003,1,0,207667,"1 - 1,499",24,51091.4,506323.1818,2019
673 Montgomery St,Montgomery Food Mart,Hudson,B,0,145766.463,8,3.3,200,44512001,1,0,230667,"1,500 - 2,499",39,65296.05455,685991.5091,2019
39 Victoria Ave,My Family Deli & Grocery,Essex,C+,0,70091.07877,41,4.4,158,44511003,1,0,243000,"1,500 - 2,499",17,67268.47273,799220.5636,2019
501 S 6th St,Nacho Mini Market,Cumberland,B,0,114712.2516,3,5,92,44512001,1,0,238667,"1,500 - 2,499",8,40115.8,151919.2,2019
380 Chestnut St,Nanda's Mini Market,Essex,C+,0,70091.07877,1,5,106,44511003,1,0,243000,"1 - 1,499",19,67268.47273,799220.5636,2019
37 Franklin St,National Food Stores Inc,Essex,B+,0,175227.6969,20,4.4,41,44511003,0,0,242800,"1,500 - 2,499",26,67268.47273,799220.5636,2019
475 W Side Ave # A,National News III,Hudson,C+,0,97177.64201,6,4.2,118,44511003,1,0,230500,"1 - 1,499",32,65296.05455,685991.5091,2019
8016 Grand Ave,New Grand Ave Deli LLC,Hudson,C+,0,97177.64201,14,4.4,99,44512001,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
597 Pompton Ave,Nichlos Markets Inc Food Town,Essex,C+,0,105136.6182,408,4.2,6,44511003,1,0,242667,"1,500 - 2,499",18,67268.47273,799220.5636,2019
608 Anderson Ave # 3,Nizam Supermarkets,Bergen,C,0,54158.47157,258,4.5,30,42399019,1,0,1142000,"1,500 - 2,499",56,85629.45455,942512.0545,2019
1000 Woodlane Rd,Nosso Mini Market,Burlington,C+,0,95492.08903,8,4.6,12,44511003,1,0,236500,"1 - 1,499",17,62081.52727,445855.6545,2019
139 Wayne Ave,Noya Bazaar LLC,Passaic,B,0,199156.6618,175,3.9,42,44511003,1,0,207600,"2,500 - 4,999",17,51091.4,506323.1818,2019
2080 W County Line Rd,NPGS Of Jackson,Ocean,C+,0,80573.46178,275,4.6,51,44511003,1,0,259000,"1 - 1,499",6,52010.14545,600689.8727,2019
232 Franklin Ave,Nutley Convenience Store LLC,Essex,C,0,70091.07877,2,3,24,44512001,1,0,243000,"1,500 - 2,499",26,67268.47273,799220.5636,2019
78 South St,Oak Hill Deli,Monmouth,C+,0,76248.34021,44,4.5,86,44512001,1,0,229000,"1,500 - 2,499",10,79548.29091,621279.6364,2019
284 Queen Anne Rd # 1,Oaxaca Grocery,Bergen,C+,0,108316.9431,34,4.8,33,44511003,1,0,252500,"1 - 1,499",23,85629.45455,942512.0545,2019
635 S Olden Ave,Olden Deli & Grocery,Mercer,C+,0,112471.5628,10,4.4,17,44511003,1,0,234667,"1,500 - 2,499",8,69383.27273,370297.8364,2019
122 40th St,Olympic Community Market,Essex,C+,0,35045.53939,13,5,220,44511003,1,0,243000,"1 - 1,499",26,67268.47273,799220.5636,2019
3701 Bergen Tpke # 1,One Stop Deli Grocery,Hudson,C,0,48588.82101,3,4.3,99,44512001,1,0,231000,"1,500 - 2,499",55,65296.05455,685991.5091,2019
804 Main St,One Stop Food Store,Monmouth,C+,0,38124.1701,16,4.6,7,44512001,1,0,229000,"1 - 1,499",8,79548.29091,621279.6364,2019
580 Toms River Rd,One Stop Shop Of Jackson Inc,Ocean,C+,0,40286.73089,21,4,51,44512001,1,0,259000,"1 - 1,499",6,52010.14545,600689.8727,2019
396 White Horse Pike,One Stop Shoppe,Camden,C+,0,81897.89896,5,4.2,9,44512001,1,0,221500,"1 - 1,499",3,54218.50909,505016.4182,2019
Red Bank Ave & Interstate Hwy,One Stop Shoppe,Gloucester,C+,0,83017.30907,6,5,55,44512001,1,0,159000,"1 - 1,499",17,54928.12727,292277.1455,2019
717 Corkery Ln,One Stop Shoppe,Gloucester,C+,0,83017.30907,4,4.8,32,44512001,1,0,159000,"1 - 1,499",5,54928.12727,292277.1455,2019
369 Bloomfield Ave,Original Deli Grocery,Essex,C+,0,70091.07877,11,4.5,78,44511003,1,0,243000,"1,500 - 2,499",25,67268.47273,799220.5636,2019
416 11th Ave,Original Quality Market,Passaic,C,0,39831.33235,30,4.3,59,44511003,1,0,208000,"1,500 - 2,499",21,51091.4,506323.1818,2019
606 Monroe Ave,Ortiz Deli Grocery,Union,C+,0,73712.72353,10,3.8,122,44511003,1,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
1106 Clinton Ave,Oyingbo Market,Essex,U,0,70091.07877,63,4.7,220,44511003,1,0,243000,"1 - 1,499",26,67268.47273,799220.5636,2019
4614 Bergenline Ave # B,Palm Grove Food Plaza,Hudson,C+,0,194355.284,4,5,210,72251117,1,0,54250,"1 - 1,499",55,65296.05455,685991.5091,2019
4040 Marlton Pike,Pantry One Foodmart,Camden,B,0,163795.7979,40,4.5,30,44512001,1,0,221500,"1 - 1,499",28,54218.50909,505016.4182,2019
361 Fairview Ave,Parthenon Foods Inc,Bergen,C+,0,108316.9431,11,4,34,44511003,1,0,252500,"1 - 1,499",55,85629.45455,942512.0545,2019
1001 Fischer Blvd # 1,Peoples Pantry,Ocean,C+,0,80573.46178,150,4.3,79,44511003,1,0,259000,"2,500 - 4,999",8,52010.14545,600689.8727,2019
478 21st Ave,Perez Mini Market LLC,Passaic,C+,0,79662.6647,1,5,30,44512001,0,0,208000,"1,500 - 2,499",18,51091.4,506323.1818,2019
1500 Main St,Pick's Deli Market,Monmouth,C+,0,114372.5103,3,4.7,35,44511003,1,0,229000,"1 - 1,499",12,79548.29091,621279.6364,2019
320 Martin Luther King Jr Dr,Pioneer Supermarket,Hudson,A,0,923187.5991,302,3.8,166,44511003,1,0,230421,"5,000 - 9,999",21,65296.05455,685991.5091,2019
71 Mount Vernon Pl,Pioneer Supermarket,Essex,B+,0,175227.6969,111,4.3,90,44511003,1,0,242800,"2,500 - 4,999",22,67268.47273,799220.5636,2019
170 Newark Ave,Pk Food Market,Hudson,B,0,145766.463,164,4.7,73,44511003,1,0,230667,"1 - 1,499",48,65296.05455,685991.5091,2019
962 County Rt 517,Pochuck Valley Farms,Sussex,C,0,99306.05336,179,4.5,2,44523001,1,0,139667,"1 - 1,499",1,61649.29091,139335,2019
639 Passaic Ave,Poli Market LLC,Essex,C+,0,70091.07877,1,5,24,44511003,1,0,243000,"1,500 - 2,499",26,67268.47273,799220.5636,2019
1201 Kennedy Blvd,Polly's Deli Grocery,Hudson,C+,0,97177.64201,2,3,99,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
110 E 7th St,Precious International Food,Union,C+,0,73712.72353,17,4.5,92,44511003,1,0,240500,"1,500 - 2,499",17,68219,562057.7636,2019
514 1st St,Prime Place Convenience,Hudson,C+,0,97177.64201,6,4.8,65,44512001,1,0,230500,"1 - 1,499",54,65296.05455,685991.5091,2019
118 1st St,Puebla Foods,Passaic,C+,0,79662.6647,5,4.6,250,42392023,1,0,1259000,"1,500 - 2,499",29,51091.4,506323.1818,2019
400 Madison Ave # D,Quick Fair Food Market,Union,C+,0,73712.72353,6,3.8,122,44512001,1,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
396 Main St,Quick In Food Store,Middlesex,B,0,122921.0121,1,4,23,44512001,1,0,229000,"1 - 1,499",23,61266.49091,835785.1818,2019
155 Lakeview Ave # A,Quick Mart,Passaic,C+,0,79662.6647,10,4.7,77,44512001,1,0,208000,"1,500 - 2,499",29,51091.4,506323.1818,2019
588 Lawrence Square Blvd S,Quick Mart,Mercer,C+,0,74981.04188,7,4.3,38,44512001,1,0,234500,"2,500 - 4,999",10,69383.27273,370297.8364,2019
122 Maple St,Quick Mini,Hudson,C+,0,97177.64201,16,4.1,16,44512001,1,0,230500,"1,500 - 2,499",56,65296.05455,685991.5091,2019
601 Beverly Rancocas Rd,Quick Shop,Burlington,C+,0,95492.08903,5,4.4,30,44512001,1,0,236500,"1,500 - 2,499",12,62081.52727,445855.6545,2019
165 S New Prospect Rd # 3,Quick Stop,Ocean,C+,0,161146.9236,30,3.5,51,44511003,1,0,258750,"2,500 - 4,999",6,52010.14545,600689.8727,2019
1356 S Broad St,Quick Stop,Mercer,B,0,149962.0838,6,4.2,31,44512001,1,0,234500,"1,500 - 2,499",14,69383.27273,370297.8364,2019
305 US Highway 130,Quick-Stop Food Store,Burlington,B,0,190984.1781,6,5,32,44512001,1,0,236250,"1 - 1,499",8,62081.52727,445855.6545,2019
745 Poole Ave # 1,Quik Foods,Monmouth,C+,0,76248.34021,43,5,22,44511003,1,0,229000,"2,500 - 4,999",12,79548.29091,621279.6364,2019
1004 Grand Central Ave,Qwik Stop,Ocean,C+,0,80573.46178,8,4.4,6,44512001,1,0,259000,"1 - 1,499",4,52010.14545,600689.8727,2019
589 N 6th St,Rami Grocery,Essex,C,0,35045.53939,2,4.5,108,44511003,0,0,243000,"1 - 1,499",17,67268.47273,799220.5636,2019
80 3rd St,Reys Supermarket,Union,A,0,552845.4265,162,3.9,80,44511003,1,0,240067,"2,500 - 4,999",24,68219,562057.7636,2019
3100 Mercerville Quakerbridge,Risoldi's Market,Mercer,B,0,112471.5628,5,5,30,45311001,1,0,143667,"1 - 1,499",13,69383.27273,370297.8364,2019
3100 Mercerville Quakerbridge,Risoldi's Market,Mercer,B,0,112471.5628,5,5,30,45311001,1,0,143667,"1 - 1,499",13,69383.27273,370297.8364,2019
2000 River Ave,River Food Market Inc,Camden,U,0,81897.89896,505,4,69,44511003,1,0,221500,"1,500 - 2,499",29,54218.50909,505016.4182,2019
41 Hamburg Tpke,Riverdale Food Store,Morris,C+,0,104194.4848,7,5,9,44512001,1,0,264500,"1,500 - 2,499",6,99047.49091,495913.1091,2019
379 Ocean Ave,Rocio's Grocery & Deli,Hudson,C+,0,145766.463,24,4.3,166,44511003,1,0,230667,"1,500 - 2,499",21,65296.05455,685991.5091,2019
846 E 2nd St,Rudilcia Supermarket,Union,C,0,73712.72353,9,4.4,19,44511003,1,0,240500,"1,500 - 2,499",15,68219,562057.7636,2019
79 3rd Ave,Sabas Grocery,Passaic,B,0,119493.9971,9,4.6,59,44511003,1,0,207667,"1 - 1,499",21,51091.4,506323.1818,2019
242 S Summit Ave,Sahara Fine Foods,Bergen,C+,0,108316.9431,56,4.2,79,44511003,1,0,252500,"1 - 1,499",23,85629.45455,942512.0545,2019
300 Gordons Corner Rd,Salomons Bakery,Monmouth,C+,0,76248.34021,17,4.5,45,31181102,1,0,92500,"1,500 - 2,499",11,79548.29091,621279.6364,2019
815 Hooper Ave,Santa Maria LA Bella Mexican,Ocean,C+,0,80573.46178,51,4.5,79,44511003,1,0,259000,"1,500 - 2,499",8,52010.14545,600689.8727,2019
639 S Broad St,Santillo Bakery Pizza,Union,C+,0,73712.72353,657,4.4,67,72251115,1,0,59500,"1 - 1,499",28,68219,562057.7636,2019
501 Harrison Ave,Santos Food Market,Hudson,C+,-0.25,97177.64201,23,4,30,44511003,1,2.188940092,230500,"1,500 - 2,499",16,65296.05455,685991.5091,2019
595 River Rd,Santouka,Bergen,B,0,541584.7157,312,4.5,21,72251117,1,0,63200,"1 - 1,499",54,85629.45455,942512.0545,2019
531 S Broad St,Selecto Supermarket,Mercer,B+,0,374905.2094,200,4.1,78,44511003,1,0,234500,"5,000 - 9,999",8,69383.27273,370297.8364,2019
600 Rosemont Ringoes Rd,Sergeantsville General Store,Hunterdon,B,0,135917.6953,19,3.8,2,44511003,1,0,224667,"1 - 1,499",0,89151.38182,123816.5273,2019
131 Monticello Ave # A,Shajanzeb Grocery & Deli,Hudson,C+,0,97177.64201,1,5,118,44511003,1,0,230500,"1,500 - 2,499",32,65296.05455,685991.5091,2019
250 Cedarbridge Ave,Shapiro's Bakery Wholesalers,Ocean,B,0,161146.9236,3,3.7,84,31181102,1,0,46250,"1,500 - 2,499",10,52010.14545,600689.8727,2019
13 Roadstown Shiloh Rd,Shiloh Market,Cumberland,B+,0,305899.3377,162,4.3,3,44511003,1,0,238625,"1,500 - 2,499",2,40115.8,151919.2,2019
337 Essex St,Simple Simon's Super Deli,Bergen,C+,0,108316.9431,71,4.4,79,44511003,1,0,252500,"1,500 - 2,499",23,85629.45455,942512.0545,2019
624 N White Horse Pike,Soitis African Market,Camden,C+,0,81897.89896,163,4.6,9,44511003,1,0,221500,"1,500 - 2,499",20,54218.50909,505016.4182,2019
443 Zion Rd,South End III,Atlantic,C+,0,74427.48599,200,4.3,40,44511003,1,0,264500,"1,500 - 2,499",9,48563.56364,266207.8,2019
3190 John F Kennedy Blvd # 3,Sparrowhill Market-Liquor Str,Hudson,C+,0,97177.64201,29,4.1,200,44511003,1,0,230500,"1 - 1,499",39,65296.05455,685991.5091,2019
715 Somerdale Rd,Speedy Mart,Camden,C+,0,81897.89896,14,4.7,39,44512001,1,0,221500,"1,500 - 2,499",19,54218.50909,505016.4182,2019
59 State Rd,Speedy Mart,Mercer,C+,0,74981.04188,5,3.4,35,44512001,1,0,234500,"1 - 1,499",7,69383.27273,370297.8364,2019
533 Northfield Ave,St Cloud Deli Mkt,Essex,B,0,105136.6182,38,4.3,52,44511003,1,0,242667,"1,500 - 2,499",11,67268.47273,799220.5636,2019
42 N Main St,Steve's Food Store,Hunterdon,C+,0,90611.79685,15,2.1,36,44512001,1,0,225000,"1 - 1,499",4,89151.38182,123816.5273,2019
601 Central Ave,Steve's Market,Essex,C,0,35045.53939,22,4.1,92,44511003,1,0,243000,"1 - 1,499",15,67268.47273,799220.5636,2019
135 Old York Rd,Subh Foods Inc,Somerset,B,0,199378.0399,20,4.4,31,44511003,0,0,229250,"1 - 1,499",9,104293.2182,333893.1455,2019
550 Stelton Rd,Subhlaxmi,Middlesex,B,0,163894.6828,294,3.8,41,44511003,1,0,229000,"1,500 - 2,499",17,61266.49091,835785.1818,2019
506 Jersey Ave,Subia's Vegan Cafe,Hudson,B,0,194355.284,237,4.3,73,44511003,1,0,230500,"1 - 1,499",48,65296.05455,685991.5091,2019
944 Summit Ave # 1,Summit Food Mart LLC,Hudson,C+,0,97177.64201,6,5,110,44511003,1,0,230500,"1 - 1,499",49,65296.05455,685991.5091,2019
700 Warren St,Sunny Food Mart,Burlington,C+,0,95492.08903,2,5,12,44511003,1,0,236500,"1 - 1,499",17,62081.52727,445855.6545,2019
301 Port Reading Ave # 3,Sunny Mart Food Store,Middlesex,C+,0,81947.3414,2,4,7,44512001,1,0,229000,"1,500 - 2,499",19,61266.49091,835785.1818,2019
6905 Bergenline Ave,Sunrise,Hudson,C+,0,48588.82101,6,4.3,149,44511003,1,0,231000,"1 - 1,499",59,65296.05455,685991.5091,2019
30 Market St,Sunrise Creek,Somerset,C+,0,99689.01995,25,4.9,81,44511003,1,-0.732026144,229500,"1,500 - 2,499",10,104293.2182,333893.1455,2019
983 State Route 12,Sunset Food Market,Hunterdon,B,0,181223.5937,4,2.5,6,44512001,1,0,224750,"1 - 1,499",0,89151.38182,123816.5273,2019
543 Shaler Blvd,Super Food Marketplace,Bergen,C+,0,162475.4147,47,4.1,19,44511003,1,0,252667,"1 - 1,499",48,85629.45455,942512.0545,2019
323 Palisade Ave,Supremo Food Market,Hudson,B+,0,194355.284,722,4.1,110,42344057,1,0,1199500,"1,500 - 2,499",49,65296.05455,685991.5091,2019
151 Corbin St,Swift Fuel,Essex,C+,0,70091.07877,2,5,38,44719005,1,0,1210500,"1 - 1,499",22,67268.47273,799220.5636,2019
10 Burnt Mill Rd,T-A Ashland Food Market,Camden,C+,0,40948.94948,33,4.1,20,44511003,1,0,222000,"1 - 1,499",21,54218.50909,505016.4182,2019
75 Broadway,Taveras Deli Grocery,Essex,C+,0,70091.07877,4,3,158,44511003,1,0,243000,"1,500 - 2,499",17,67268.47273,799220.5636,2019
21 Grove St # 4,Ted's Deli & Market,Hudson,C+,0,97177.64201,24,4.8,47,44511003,1,0,230500,"1,500 - 2,499",20,65296.05455,685991.5091,2019
87 Railroad Ave,Tims Westview Svc Station,Bergen,B,0,162475.4147,17,4.4,18,44719005,1,0,1297667,"1 - 1,499",29,85629.45455,942512.0545,2019
863 E Jersey St,Torres Market,Union,C+,0,73712.72353,2,5,122,44511003,0,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
21 Roebling Ave,Torres Y Rodriguez Deli,Mercer,C+,0,112471.5628,31,4.6,78,44511003,1,0,234667,"1 - 1,499",8,69383.27273,370297.8364,2019
214 State St,Tracy Grocery Multiservices,Bergen,C+,0,108316.9431,5,4.4,79,44511003,1,0,252500,"2,500 - 4,999",23,85629.45455,942512.0545,2019
101 Anderson St,TU Pais Supermarket,Mercer,C+,0,74981.04188,21,3.4,78,44511003,1,0,234500,"1 - 1,499",8,69383.27273,370297.8364,2019
373 Union Ave,Union Avenue Supermarket,Passaic,C+,0,119493.9971,23,3.5,42,44511003,1,0,207667,"1,500 - 2,499",17,51091.4,506323.1818,2019
2408 Bergenline Ave,Union City Poultry Market,Hudson,C+,0,97177.64201,44,4,210,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
2101 Federal St,Universal Supermarket,Camden,C,0,81897.89896,276,4,69,44511003,1,0,221500,"1,500 - 2,499",29,54218.50909,505016.4182,2019
2101 S 9th St,Urena Mini Market,Camden,C+,0,122846.8484,4,3.8,59,44512001,1,0,221667,"1,500 - 2,499",29,54218.50909,505016.4182,2019
868 N 27th St,Urenas Food Market,Camden,C+,0,81897.89896,5,4,69,44511003,1,0,221500,"1 - 1,499",29,54218.50909,505016.4182,2019
230 Main Ave,Urvesh Grocery Inc,Passaic,C+,0,79662.6647,1,5,250,44511003,0,0,208000,"1 - 1,499",29,51091.4,506323.1818,2019
113 Main Ave,V R Supermarket,Passaic,C+,0,79662.6647,16,4.3,250,44511003,0,0,208000,"1 - 1,499",29,51091.4,506323.1818,2019
61 E Main St,Valley Spa Inc,Passaic,C+,0,79662.6647,1,5,48,44512001,1,0,208000,"1 - 1,499",19,51091.4,506323.1818,2019
315 Monroe St # A,Vela-Ber MARKET LLC,Passaic,C+,0,79662.6647,47,4.2,250,44511003,1,0,208000,"1,500 - 2,499",29,51091.4,506323.1818,2019
48 W Broad St # E,Village Express,Mercer,C+,0,74981.04188,10,4.4,3,44512001,1,0,234500,"1,500 - 2,499",2,69383.27273,370297.8364,2019
1841 W Landis Ave,Vineland Deli,Cumberland,C+,0,76474.83443,61,4.3,92,44511003,1,0,239000,"1,500 - 2,499",8,40115.8,151919.2,2019
212 2nd St,Virginia Subs,Union,C+,0,147425.4471,13,4.5,80,72251117,1,0,59500,"1 - 1,499",24,68219,562057.7636,2019
736 W Side Ave,Vj's Market,Hudson,C+,0,97177.64201,6,5,200,44511003,1,0,230500,"1 - 1,499",39,65296.05455,685991.5091,2019
4344 Tuckahoe Rd,Walt's Grocery,Gloucester,B+,0,290560.5817,84,4.6,32,44512001,1,0,158571,"1,500 - 2,499",5,54928.12727,292277.1455,2019
